question_text,answer_text,source
Which African country had its capital transferred to Abuja,Nigeria,General
Does 'verbatim' mean 'in the same words' or 'opposite',In the same words,General
How do you write 69 in Roman numerals?,LXIX,General
Beside the long winding river is the translation of which US state,Connecticut,General
"What actor was stung in ""the sting""",Robert shaw,General
In which country was the Rosetta Stone found,Egypt,General
What is an emasculated stallion called?,Gelding,General
In which Dickens novel would you find the characters Jonh Jarndyce and Mrs Jellyby,Bleak house,General
Infantile Paralysis is commonly known as ________.,Polio,General
What is another name for the prairie wolf?,Coyote,General
"On Which Island Which Is Also A Country Will You Find ""Adams Peak""",Sri Lanka,General
What band did James Brown tour and record with in the 1950's?,The Famous Flames,General
Who Was The First Professional Footballer To Be Knighted ,Sir Stanley Matthews ,General
Which is the only Shakespeare play with the name of an English town in the title,The merry wives of windsor,General
In Britain what are Sing Tao and Weng Wei Po,Chinese Newspapers,General
Colonel Tom Parker Elvis's manager had what earlier act,Dancing Chickens – on hot plate,General
What writer lived at hilltop near Hawkshead now museum to her,Beartrix Potter,General
What Was The Contribution Of Actress Mercedes McCambridge To Linda Blairs Performance In The Excorcist ,Provided The Devils Voice ,General
What color is the tip of a Canada lynx's tail,Black,General
La Celestina was the first one in Spain the first what,Theatre play,General
What was the first mickey mouse cartoon,Plane crazy,General
"What modern word comes from the Arab ""hashishi"" ?",Assassin,General
Hoffman who wrote about a british agent named george smiley,John le carr,General
What is the main food of the oyster catcher,Mussels,General
Bob Fitzsimmons world boxing champion had what middle name,Prometheus,General
Oil seed rape belongs to which plant family,Mustard,General
What first occurred at California Disneyland in March 1981,Murder,General
"Area of commerce that encompasses farming or trapping certain furbearing animals, processing their skins for sale to manufacturers of fur garments, & marketing finished garments to retail outlets",Fur industry,General
What Colour Caps Do The Australian Cricket Team Wear ,Green ,General
What is the latin word for 'a junction of three roads',Trivia,General
49% of Americans go out to dinner on what day,Their Birthday,General
Who Rode Shergar To Victory In The Epsom Derby? ,Walter Swinburn ,General
Whose normal heartbeat is 242 per minute,Mr Spock in Star Trek,General
What Was The Name Of Charles Dickens Last Novel Unfinished At His Death ,The Mystery Of Edwin Drood ,General
What are The Chiuhauhan Nubian and Alaskan,Deserts,General
What's the seventh sign of the Zodiac,Libra,General
New Zealand's Rugby team is know as the __________________.,All Blacks,General
At which sport was Fred Perry crowned world champion in 1929? ,Table Tennis ,General
"Who is associated with the address 221B Baker Street, London ?",Sherlock Holmes,General
In Which Scandanavian Country Is Gambling Illegal ,Sweden ,General
Which country is the largest producer of cheese,America,General
Which state is the Evergreen State,Washington,General
What name is given to animals which eat both plants and meat ?,Omnivore,General
What is the most redesigned appliance in the world,Telephone Handset,General
"Where was ""Can't Buy Me Love"" recorded?","Paris, France",General
"What's the sky king's home, near the town of grover, called?",Flying crown ranch,General
Which Continent Is The Natural Habitat Of The Ostrich ,Africa ,General
"What craft toy involved cutting plastic figures, coloring them in, and then baking them in the oven?",Shrinky Dinks,General
Deepest from what language is the word mummy derived,Persian,General
When was buckingham palace built,1703,General
Which is the only body cell with no nucleus,Red blood cell,General
"Who Was The First And Original Host Of ITV's ""World Of Sport""",Eamon Andrews,General
An onomastician studies what,Names,General
Hey! what was the name of this song released by 'the romantics' in february 1980,What i like about you,General
Which Band Performed The Theme To The Secret Diary Of Adrian Mole Aged 13 & 3 Quarters,Ian Dury & The Blockheads,General
Penis comes from the Latin meaning what,Tail,General
What is the colour of mourning in Turkey,Violet,General
What special talent did Molly Ringwald have in The Breakfast Club?,She could apply lipstick with her breasts,General
Amatripsis is what sexual practice,Female masturbation rubbing labia,General
Name the Shakespeare character son of the witch Sycorax,Caliban in The Tempest,General
What is a calm ocean region near the equator called?,Doldrums,General
Susanne & Joanne Catherall Sang With Which Band,The Human League,General
"Created By German Scientists In 1876, What Was The First Artificial Favouring ",Vanilla Essence ,General
What's the oldest college in the u.s. ,Harvard ,General
Where in the UK would you go to celebrate 'Uphelia'' shortly after Christmas ,Shetland Isles ,General
What is the young of this animal called: Antelope,Calf,General
The via appia went from rome to ______,Brindisi,General
Who qualified for pole position in the 1984 brazilian grand prix,Elio de,General
The distance around the outside of a circle is its ____________.,Circumference,General
"What Is The Name Of The Toy That Arnold Schwarzenegger Desperately Tries To Get For His Son For Christmas In the Film ""Jingle All The Way""? ",Turbo Man ,General
If you landed at Lindberg airport where are you,San Diego,General
Which Central American country extends furthest north?,Belize,General
What replaced English as the official language of Kenya in 1974,Swahili,General
On what date did America become an independant nation?,"July 4th, 1776",General
What is the flower that stands for: steadfast piety,Wild geranium,General
"On One Day at a Time,what were the two daughter's names?",Barbara and Julie,General
What Animal Can Change Its Colour? ,A Chameleon ,General
In the nursery rhyme what is Fridays child,Loving and Giving,General
What key is to the right of T on a keyboard?,Y,General
What is the main food of walruses,Clams,General
In A 2007 Poll What Music Video Was Voted The Best Video Of All Time,Peter Gabriel / Sledgehammer,General
What is the fourth book in the Harry Potter series ,The Goblet Of Fire ,General
For What Is Dame Margott Fonteyn Famous ,Ballet Dancing ,General
In which Chinese city is the Terracotta Army,Xian,General
Who played George Costanza on 'Seinfeld'?,Jason Alexander,General
Which FootbaIl Bad Boy Was Accused Of Violent Assault Against Tv Presenter Ulrika Jonsson ,Stan Collymore ,General
Capitol city - Cathedrale Notra-Dame - statue Marron Inconnu,Port au Prince Haiti,General
Alphabetically Which Is The Last Of Santa's Reindeers? ,Vixen ,General
The American Triple Crown - Belmont st Kentucky Derby and?,Preakness Stakes,General
What country is directly north of the continental United States?,Canada,General
Happy Days was a spin off from what US TV show,Love American Style,General
Who was called The Man of Destiny,Napoleon Bonaparte,General
Which thick custard-like food is made when fresh milk is artificially curdled by bacteria,Yoghurt,General
What is the only bird that can fly backwards,Hummingbird,General
What is a group of toads,Knot,General
The Blue Ridge Mountains lie in Virginia and which other state,Georgia,General
What Do The Initials TT Stand For In Regard With The Isle Of Man Motorcyle Race? ,Tourist Trophy ,General
"Who said ""In my free time I do differential and integral calculus""",Karl Marx,General
Ouranophobia is a fear of ______,Heaven,General
As what is sulphur also known,Brimstone,General
Who was the male lead character in Gershwins musical that featured the song Summertime,Porgy,General
What does barley become when prepared for brewing,Malt,General
What minty confection is a boys name - in reverse,Trebor mints - Robert,General
What is a cpu,Central processing unit,General
Tony Drago is a snooker professional from which country? ,Malta ,General
The use of astronomical phenomena to predict earthly & human events is called,Astrology,General
Name the female British climber while killed trying to climb K2 in 1995,Alison hargreaves,General
The amount of what substance in granite determines its color,Feldspar,General
